W1JetsToLNu,Reducible,8104,,,,/W1JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
W2JetsToLNu,Reducible,2793,,,,/W2JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
W3JetsToLNu,Reducible,992.5,,,,/W3JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
W4JetsToLNu,Reducible,604,,,,/W4JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
WJetsToLNu,Reducible,61526.7,,,,/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DYJetsToLLM10to50,Reducible,18610,,,,/DYJetsToLL_M-10to50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DYJetsToLL,Reducible,6225.42,,,,/DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
DY4JetsToLL,Reducible,54.8,,,,/DY4JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
DY3JetsToLL,Reducible,101.8,,,,/DY3JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY2JetsToLL,Reducible,332.8,,,,/DY2JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY1JetsToLL,Reducible,1012.5,,,,/DY1JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
TTToHadronic,Top,377.96,,,,/TTToHadronic_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
TTTo2L2Nu,Top,87.3,,,,/TTTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
TTToSemiLeptonic,Top,365.35,,,,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
TTJets,Top,1,,,,/TTJets_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTJets_SingleLeptFromTbar,Top,1,,,,/TTJets_SingleLeptFromTbar_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTJets_SingleLeptFromT,Top,1,,,,/TTJets_SingleLeptFromT_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTJets, Top,1,,,,/TTJets_DiLept_TuneCP5_13TeV-madgraphMLM-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTGamma_Hadr,Rare,0.7953,,,,/TTGamma_Hadronic_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTGamma_2L,Rare,0.6343,,,,/TTGamma_Dilept_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTGamma_1LT,Rare,0.7659,,,,/TTGamma_SingleLeptFromT_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
TTGamma_1LTbar,Rare,0.7659,,,,/TTGamma_SingleLeptFromTbar_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1_ext1-v1-356de610306f98d5390c848c8a1b17af/USER
ST_tW_top,Top,35.85,,,,/ST_tW_top_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_ext1_v1-DeepTauv2p1_TauPOG-v1/USER
ST_tW_antitop,Top,35.85,,,,/ST_tW_antitop_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_ext1_v1-DeepTauv2p1_TauPOG-v1/USER
ST_t_top,Top,80.95,,,,/ST_t-channel_top_5f_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
ST_t_antitop,Top,80.95,,,,/ST_t-channel_antitop_4f_InclusiveDecays_TuneCP5_13TeV-powheg-madspin-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
ST_s-channel_antitop_lD,Top,80.95,,,,/ST_s-channel_antitop_leptonDecays_13TeV-PSweights_powheg-pythia/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ST_s-channel_top_lD,Top,80.95,,,,/ST_s-channel_top_leptonDecays_13TeV-PSweights_powheg-pythia/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ZHToTauTau,Signal,0.0593,,,,/ZHToTauTau_M125_13TeV_powheg_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
GluGluHToTauTau,Signal,1,,,,/GluGluHToTauTau_M125_13TeV_powheg_pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
VBFHToTauTau,Signal,1,,,,/VBFHToTauTau_M125_13TeV_powheg_pythia8/RunIIAutumn18NanoAODv5_ext1_v1-DeepTauv2p1_TauPOG-v1/USER
WZ,Rare,27.6,,,,/WZ_TuneCP5_13TeV-pythia8/RunIIAutumn18NanoAODv5_v3-DeepTauv2p1_TauPOG-v1/USER
