DY1JetsToLL,Reducible,1012.5,68898175,68847103.6,,/DY1JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY2JetsToLL,Reducible,332.8,20456037,20438994.1,,/DY2JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY3JetsToLL,Reducible,101.8,5652357,5645950.4,,/DY3JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v2-DeepTauv2p1_TauPOG-v1/USER
DY4JetsToLL,Reducible,54.8,2817812,2812064,,/DY4JetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
DYJetsToLL,Reducible,6225.42,100194597,100108066,,/DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
EWKWMinus2Jets,Rare,20.35,4427200,4415635.9,,/EWKWMinus2Jets_WToLNu_M-50_TuneCP5_13TeV-madgraph-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
EWKWPlus2Jets,Rare,29.59,4372000,4365946.1,,/EWKWPlus2Jets_WToLNu_M-50_TuneCP5_13TeV-madgraph-pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ST_s-channel_antitop_lD,Rare,3.74,2969000,3441527,,/ST_s-channel_antitop_leptonDecays_13TeV-PSweights_powheg-pythia/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ST_s-channel_top_lD,Rare,3.74,6934200,12929899.4,,/ST_s-channel_top_leptonDecays_13TeV-PSweights_powheg-pythia/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
ST_tW_antitop,Rare,35.85,7623000,266469926.9,,/ST_tW_antitop_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_ext1_v1-DeepTauv2p1_TauPOG-v1/USER
ST_tW_top,Rare,35.85,9598000,334873926.5,,/ST_tW_top_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_ext1_v1-DeepTauv2p1_TauPOG-v1/USER
ST_t_antitop,Rare,80.95,79090800,5125984909,,/ST_t-channel_antitop_4f_InclusiveDecays_TuneCP5_13TeV-powheg-madspin-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
ST_t_top,Rare,80.95,5903676,815048628.4,,/ST_t-channel_top_5f_TuneCP5_13TeV-powheg-pythia8/RunIIAutumn18NanoAODv5_v1-DeepTauv2p1_TauPOG-v1/USER
TTGamma_1LT,Rare,0.7659,4840000,4834322,,/TTGamma_SingleLeptFromT_TuneCP5_13TeV_madgraph_pythia8/alkaloge-Autumn18_nAODv5_DeepTID_v2p1-356de610306f98d5390c848c8a1b17af/USER
